	seqid	start	end	strand	length	motherlength	neighbor_gene	flag	distance	correlation	transcription	repetitions	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head32132	SM_V7_ZW	80648136	80648236	-	100	692	Smp_163810	olap	0.0		2.5291606959154267	0.0	80582697.0	80701862.0	-	119165	1.263219905054634	True
head32134	SM_V7_ZW	80655707	80655807	+	100	264	Smp_163810	olap	0.0		0.4086317824933114	0.0	80582697.0	80701862.0	-	119165	1.263219905054634	False
head32137	SM_V7_ZW	80664232	80664332	+	100	140	Smp_163810	olap	0.0		0.0	0.0	80582697.0	80701862.0	-	119165	1.263219905054634	False
head3214	SM_V7_3	2174530	2174630	-	100	449	Smp_345120	esq	1882.0		0.0	0.0	2144330.0	2172648.0	+	28318	0.3034416319072256	False
head32140	SM_V7_ZW	80671437	80671537	-	100	775	Smp_163810	olap	0.0		2.3498830493319525	0.0	80582697.0	80701862.0	-	119165	1.263219905054634	True
head32142	SM_V7_ZW	80680910	80681010	+	100	320	Smp_163810	olap	0.0		0.5366544084066698	0.0	80582697.0	80701862.0	-	119165	1.263219905054634	False
head32146	SM_V7_ZW	80693006	80693106	+	100	405	Smp_163810	olap	0.0		0.0	0.0	80582697.0	80701862.0	-	119165	1.263219905054634	False
head32152	SM_V7_ZW	80721000	80721100	+	100	593	Smp_335210	olap	0.0		0.0	0.0	80711396.0	80721535.0	+	10139	0.6125331089542431	True
head32156	SM_V7_ZW	80725200	80725300	-	100	685	Smp_163820	olap	0.0	0.7802385593160001	11.36597776267937	0.0	80724127.0	80808442.0	-	84315	1.188486562683464	True
head32164	SM_V7_ZW	80775334	80775434	-	100	1132	Smp_163820	olap	0.0		0.0	0.0	80724127.0	80808442.0	-	84315	1.188486562683464	True
head32166	SM_V7_ZW	80790034	80790134	-	100	565	Smp_163820	olap	0.0		2.783847657424019	0.0	80724127.0	80808442.0	-	84315	1.188486562683464	True
head32171	SM_V7_1	80796301	80796401	-	100	231	Smp_005500	olap	0.0		2.5694828305551334	0.0	80755862.0	80807244.0	+	51382	2.536732164693233	False
head32172	SM_V7_ZW	80797419	80797519	+	100	319	Smp_163820	olap	0.0		0.0	0.0	80724127.0	80808442.0	-	84315	1.188486562683464	False
head32178	SM_V7_1	80820325	80820425	-	100	354	Smp_005500	esq	13081.0		0.0	0.0	80755862.0	80807244.0	+	51382	2.536732164693233	False
head32179	SM_V7_1	80821930	80822030	+	100	411	Smp_005500	esq	14686.0		2.180921974343582	0.0	80755862.0	80807244.0	+	51382	2.536732164693233	True
head32181	SM_V7_1	80830710	80830810	-	100	210	Smp_347510	dir	8142.0		0.0	0.0	80838952.0	80886872.0	+	47920	1.586652683413771	False
head32186	SM_V7_1	80836530	80836630	-	100	514	Smp_347510	dir	2322.0		0.4086317824933114	0.0	80838952.0	80886872.0	+	47920	1.586652683413771	False
head32193	SM_V7_ZW	80851242	80851342	-	100	3184	Smp_077400	esq	9400.0		0.0	0.0	80840188.0	80841842.0	-	1654	348.7528920640616	True
head322	SM_V7_1H004	12669	12769	+	100	3183	Smp_318550	olap	0.0		0.9491805641017805	0.0	2496.0	48372.0	-	45876	3.665494567259458	False
head32200	SM_V7_1	80873076	80873176	+	100	592	Smp_347510	olap	0.0		0.0	0.0	80838952.0	80886872.0	+	47920	1.586652683413771	True
head32203	SM_V7_ZW	80878205	80878305	-	100	294	Smp_163840	olap	0.0	0.28107680578899996	111.20939669566485	0.0	80868743.0	80882316.0	+	13573	5.221070746448634	False
head32205	SM_V7_ZW	80883008	80883108	+	100	350	Smp_163840	esq	692.0		0.0	0.0	80868743.0	80882316.0	+	13573	5.221070746448634	True
head32217	SM_V7_ZW	80925111	80925211	+	100	657	Smp_243820	esq	4611.0		1.9737036317030534	0.0	80908607.0	80920500.0	-	11893	0.4543119773529879	False
head32218	SM_V7_ZW	80926592	80926692	-	100	488	Smp_243820	esq	6092.0		0.0	0.0	80908607.0	80920500.0	-	11893	0.4543119773529879	True
head32222	SM_V7_ZW	80979102	80979202	-	100	208	Smp_243830	olap	0.0		0.0	0.0	80967860.0	80999419.0	-	31559	1.2257921453577265	True
head32223	SM_V7_ZW	80986292	80986392	+	100	3187	Smp_243830	olap	0.0		0.0	0.0	80967860.0	80999419.0	-	31559	1.2257921453577265	False
head32224	SM_V7_1	80987360	80987460	+	100	227	Smp_320310	dir	5711.0		1.7916912350895569	0.0	80993171.0	80995802.0	-	2631	18.07444949681753	False
head32227	SM_V7_1	80994295	80994395	+	100	204	Smp_320310	olap	0.0	0.601291469429	5.145454855501968	0.0	80993171.0	80995802.0	-	2631	18.07444949681753	False
head32228	SM_V7_ZW	80995239	80995339	-	100	378	Smp_243830	olap	0.0		0.5438891780113111	0.0	80967860.0	80999419.0	-	31559	1.2257921453577265	True
head32233	SM_V7_1	81007176	81007276	-	100	236	Smp_320320	esq	4097.0		2.587323344629048	0.0	81001498.0	81003079.0	+	1581	137.4657254129516	False
head32238	SM_V7_1	81014254	81014354	-	100	542	Smp_320330	dir	864.0	0.35949132945	27.99691122961586	0.0	81015218.0	81019373.0	+	4155	12.61462297149361	False
head32240	SM_V7_ZW	81017122	81017222	+	100	618	Smp_345440	olap	0.0		1.1226436234799637	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	False
head32243	SM_V7_1	81042047	81042147	-	100	741	Smp_320340	dir	882.0	0.518084742323	22.262361501218024	0.0	81043029.0	81048200.0	-	5171	80.3854964332181	True
head32247	SM_V7_1	81048608	81048708	-	100	1028	Smp_320340	esq	408.0	-0.13386408508	6.702868751490111	0.0	81043029.0	81048200.0	-	5171	80.3854964332181	True
head32256	SM_V7_1	81066878	81066978	-	100	641	Smp_198930	dir	4559.0		0.0	0.0	81071537.0	81116414.0	-	44877	1.388703775897728	True
head32257	SM_V7_1	81077748	81077848	+	100	248	Smp_198930	olap	0.0		0.6423707076387833	0.0	81071537.0	81116414.0	-	44877	1.388703775897728	False
head32258	SM_V7_ZW	81075071	81075171	-	100	3186	Smp_345440	olap	0.0		0.0	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	True
head32259	SM_V7_ZW	81081732	81081832	+	100	576	Smp_345440	olap	0.0		0.6423707076387833	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	False
head3226	SM_V7_7	2189693	2189793	+	100	455	Smp_130270	dir	8840.0		0.5111257477096529	0.0	2198633.0	2210321.0	-	11688	6.420565741323542	False
head32264	SM_V7_1	81104434	81104534	+	100	222	Smp_198930	olap	0.0		0.0	0.0	81071537.0	81116414.0	-	44877	1.388703775897728	False
head32266	SM_V7_ZW	81115988	81116088	+	100	3188	Smp_345440	olap	0.0		2.649085336301903	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	False
head32269	SM_V7_ZW	81123828	81123928	+	100	491	Smp_345440	olap	0.0	0.154593907046	6.711171626221464	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	False
head32271	SM_V7_1	81130454	81130554	-	100	369	Smp_342110	olap	0.0	0.908292529376	21.120550109233104	0.0	81119914.0	81137624.0	-	17710	19.393597534698273	True
head32276	SM_V7_ZW	81139025	81139125	+	100	502	Smp_345440	olap	0.0		0.0	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	False
head32280	SM_V7_ZW	81145638	81145738	-	100	394	Smp_345440	olap	0.0		0.6136197129259944	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	True
head32282	SM_V7_ZW	81158046	81158146	+	100	161	Smp_345440	olap	0.0		0.0	0.0	81004534.0	81177179.0	-	172645	1.9057332910422085	False
head32284	SM_V7_1	81166505	81166605	+	100	1139	Smp_005390	olap	0.0	-0.086247959735	5.121725742778832	0.0	81148198.0	81169915.0	+	21717	15.19883920215456	True
head32285	SM_V7_1	81167013	81167113	-	100	462	Smp_005390	olap	0.0	0.34410792910800003	4.651220080095847	0.0	81148198.0	81169915.0	+	21717	15.19883920215456	False
head32291	SM_V7_ZW	81188121	81188221	+	100	543	Smp_163930	dir	10291.0		0.0	0.0	81198512.0	81217609.0	-	19097	1.2324283205849484	False
head32294	SM_V7_ZW	81207400	81207500	+	100	2556	Smp_163930	olap	0.0		1.3536364186974292	0.0	81198512.0	81217609.0	-	19097	1.2324283205849484	False
head32298	SM_V7_1	81215808	81215908	-	100	657	Smp_315710	dir	1520.0		0.3068098564629972	0.0	81217428.0	81308350.0	+	90922	5.579110755074657	False
head32299	SM_V7_ZW	81216439	81216539	-	100	569	Smp_163930	olap	0.0		0.3068098564629972	0.0	81198512.0	81217609.0	-	19097	1.2324283205849484	True
head32300	SM_V7_1	81219951	81220051	-	100	436	Smp_315710	olap	0.0		0.0	0.0	81217428.0	81308350.0	+	90922	5.579110755074657	False
head32307	SM_V7_ZW	81232098	81232198	+	100	84	Smp_163930	esq	14489.0		0.2043158912466557	0.0	81198512.0	81217609.0	-	19097	1.2324283205849484	False
head3231	SM_V7_ZW	2196095	2196195	+	100	233	Smp_148110	esq	27196.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32319	SM_V7_1	81315366	81315466	-	100	185	Smp_315710	esq	7016.0		2.3491197649533833	0.0	81217428.0	81308350.0	+	90922	5.579110755074657	False
head32321	SM_V7_ZW	81347541	81347641	-	100	617	Smp_243840	dir	113877.0		0.5175732477892827	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head32325	SM_V7_ZW	81359485	81359585	-	100	288	Smp_243840	dir	101933.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head32329	SM_V7_1	81367020	81367120	-	100	494	Smp_320350	esq	9736.0		3.1719421031187345	0.0	81356563.0	81357284.0	-	721	0.9523981855478333	True
head3233	SM_V7_1	2200525	2200625	-	100	161	Smp_099150	dir	11578.0		0.2043158912466557	0.0	2212203.0	2218497.0	-	6294	243.15140716497032	True
head32332	SM_V7_1	81368199	81368299	-	100	340	Smp_320350	esq	10915.0		0.27194458900565555	0.0	81356563.0	81357284.0	-	721	0.9523981855478333	True
head32336	SM_V7_1	81378303	81378403	+	100	135	Smp_320350	esq	21019.0		2.185009917346705	0.0	81356563.0	81357284.0	-	721	0.9523981855478333	False
head32339	SM_V7_ZW	81384364	81384464	+	100	438	Smp_243840	dir	77054.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32343	SM_V7_ZW	81397787	81397887	-	100	765	Smp_243840	dir	63631.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head32344	SM_V7_ZW	81401923	81402023	+	100	184	Smp_243840	dir	59495.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32345	SM_V7_ZW	81407905	81408005	-	100	147	Smp_243840	dir	53513.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head32346	SM_V7_ZW	81408095	81408195	-	100	366	Smp_243840	dir	53323.0		0.5793352394621382	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head32349	SM_V7_ZW	81413695	81413795	-	100	148	Smp_243840	dir	47723.0		0.8861450959251354	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head3235	SM_V7_ZW	2203939	2204039	-	100	511	Smp_148110	esq	35040.0		1.3536364186974292	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True
head32351	SM_V7_ZW	81416909	81417009	+	100	318	Smp_243840	dir	44509.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32355	SM_V7_1	81427250	81427350	+	100	1179	Smp_337350	olap	0.0	-0.127203686271	2.201276611464759	0.0	81414462.0	81451432.0	+	36970	1.962493177729539	True
head32359	SM_V7_ZW	81433922	81434022	+	100	92	Smp_243840	dir	27496.0		1.258132847878083	1.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head3236	SM_V7_7	2204811	2204911	+	100	202	Smp_130270	olap	0.0		3.780180007656144	0.0	2198633.0	2210321.0	-	11688	6.420565741323542	False
head32363	SM_V7_1	81439868	81439968	-	100	263	Smp_337350	olap	0.0		0.27194458900565555	0.0	81414462.0	81451432.0	+	36970	1.962493177729539	False
head32364	SM_V7_ZW	81442697	81442797	+	100	672	Smp_243840	dir	18721.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head3237	SM_V7_4	2203927	2204027	-	100	761	Smp_087010	olap	0.0		0.0	1.0	2162330.0	2212290.0	-	49960	2.6886606177326233	True
head32371	SM_V7_ZW	81454141	81454241	+	100	202	Smp_243840	dir	7277.0		0.0	1.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32372	SM_V7_1	81455011	81455111	-	100	157	Smp_337350	esq	3579.0		0.9204295693889916	0.0	81414462.0	81451432.0	+	36970	1.962493177729539	False
head32376	SM_V7_ZW	81463048	81463148	+	100	508	Smp_243840	olap	0.0	0.60113600732	2.741271416274271	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32378	SM_V7_ZW	81464904	81465004	+	100	223	Smp_243840	olap	0.0		0.0	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32386	SM_V7_ZW	81508222	81508322	-	100	85	Smp_243840	esq	6072.0		0.3068098564629972	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	True
head32388	SM_V7_ZW	81517798	81517898	+	100	262	Smp_243840	esq	15648.0		0.2043158912466557	0.0	81461518.0	81502150.0	-	40632	0.92154103761329	False
head32389	SM_V7_1	81521046	81521146	-	100	186	Smp_038870	olap	0.0		1.869610133490772	0.0	81515270.0	81546818.0	-	31548	15.270159798633339	True
head32396	SM_V7_ZW	81531713	81531813	+	100	705	Smp_131450	dir	2502.0		0.0	0.0	81534315.0	81534860.0	-	545	0.5664002758814736	False
head32398	SM_V7_ZW	81535346	81535446	+	100	292	Smp_131450	esq	486.0		0.2043158912466557	0.0	81534315.0	81534860.0	-	545	0.5664002758814736	False
head3240	SM_V7_ZW	2205882	2205982	-	100	193	Smp_148110	esq	36983.0		0.0	1.0	2147551.0	2168899.0	-	21348	30.921216848560988	True
head32402	SM_V7_ZW	81542402	81542502	-	100	897	Smp_131450	esq	7542.0		0.0	0.0	81534315.0	81534860.0	-	545	0.5664002758814736	True
head32403	SM_V7_ZW	81547102	81547202	-	100	249	Smp_131450	esq	12242.0		0.0	0.0	81534315.0	81534860.0	-	545	0.5664002758814736	True
head32404	SM_V7_ZW	81549178	81549278	+	100	295	Smp_131450	esq	14318.0		0.0	0.0	81534315.0	81534860.0	-	545	0.5664002758814736	False
head32409	SM_V7_1	81554704	81554804	+	100	561	Smp_143300	dir	428.0		0.2043158912466557	0.0	81555232.0	81613407.0	+	58175	0.40481276181124304	True
head32412	SM_V7_1	81560516	81560616	-	100	262	Smp_143300	olap	0.0		0.3068098564629972	0.0	81555232.0	81613407.0	+	58175	0.40481276181124304	False
head32413	SM_V7_1	81565551	81565651	+	100	3186	Smp_143300	olap	0.0		0.0	0.0	81555232.0	81613407.0	+	58175	0.40481276181124304	True
head32422	SM_V7_1	81591799	81591899	+	100	212	Smp_143300	olap	0.0		0.6423707076387833	0.0	81555232.0	81613407.0	+	58175	0.40481276181124304	True
head32423	SM_V7_ZW	81593153	81593253	-	100	377	Smp_016990	dir	18231.0		0.0	0.0	81611484.0	81627298.0	+	15814	13.963117039737122	False
head32425	SM_V7_1	81595791	81595891	-	100	471	Smp_143300	olap	0.0		1.769784525491245	0.0	81555232.0	81613407.0	+	58175	0.40481276181124304	False
head32428	SM_V7_1	81601104	81601204	-	100	561	Smp_143300	olap	0.0		0.7482050692579668	0.0	81555232.0	81613407.0	+	58175	0.40481276181124304	False
head32431	SM_V7_ZW	81607806	81607906	-	100	1062	Smp_016990	dir	3578.0		0.0	0.0	81611484.0	81627298.0	+	15814	13.963117039737122	False
head32441	SM_V7_ZW	81676709	81676809	+	100	433	Smp_017010	dir	3105.0		0.4086317824933114	0.0	81679914.0	81690521.0	+	10607	90.95721440784274	True
head32442	SM_V7_1	81676532	81676632	-	100	882	Smp_038830	olap	0.0	-0.319758239207	3.4185073913703956	0.0	81642052.0	81679467.0	+	37415	7.096721399888425	False
head32445	SM_V7_ZW	81709698	81709798	-	100	710	Smp_017010	esq	19177.0		0.3068098564629972	0.0	81679914.0	81690521.0	+	10607	90.95721440784274	False
head3245	SM_V7_ZW	2212341	2212441	+	100	261	Smp_148110	esq	43442.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32450	SM_V7_ZW	81718279	81718379	-	100	1160	Smp_017010	esq	27758.0		0.0	0.0	81679914.0	81690521.0	+	10607	90.95721440784274	False
head32451	SM_V7_1	81722329	81722429	-	100	1102	Smp_320360	olap	0.0		0.0	0.0	81714846.0	81726288.0	-	11442	0.3545434422804474	True
head32455	SM_V7_ZW	81727842	81727942	-	100	2705	Smp_017020	dir	22693.0		0.0	0.0	81750635.0	81776580.0	-	25945	0.8277755073069544	True
head32459	SM_V7_ZW	81735394	81735494	-	100	57	Smp_017020	dir	15141.0		0.0	0.0	81750635.0	81776580.0	-	25945	0.8277755073069544	True
head32463	SM_V7_1	81745582	81745682	+	100	487	Smp_143270	olap	0.0		0.4086317824933114	0.0	81742139.0	81797018.0	-	54879	1.1821074662439677	False
head32466	SM_V7_1	81760741	81760841	-	100	580	Smp_143270	olap	0.0		1.1586704789242763	0.0	81742139.0	81797018.0	-	54879	1.1821074662439677	True
head32469	SM_V7_1	81765870	81765970	+	100	649	Smp_143270	olap	0.0		1.7368441303994437	0.0	81742139.0	81797018.0	-	54879	1.1821074662439677	False
head32472	SM_V7_ZW	81776639	81776739	-	100	604	Smp_017020	esq	59.0		0.9452861908999812	0.0	81750635.0	81776580.0	-	25945	0.8277755073069544	True
head32473	SM_V7_ZW	81779823	81779923	+	100	315	Smp_017020	esq	3243.0		1.259911610961105	0.0	81750635.0	81776580.0	-	25945	0.8277755073069544	False
head32474	SM_V7_ZW	81784193	81784293	-	100	466	Smp_017020	esq	7613.0	0.641011790927	4.002140961005847	0.0	81750635.0	81776580.0	-	25945	0.8277755073069544	True
head32478	SM_V7_1	81793619	81793719	+	100	207	Smp_143270	olap	0.0		2.8863416226403604	0.0	81742139.0	81797018.0	-	54879	1.1821074662439677	False
head3248	SM_V7_4	2214393	2214493	-	100	761	Smp_087010	esq	2103.0		0.0	1.0	2162330.0	2212290.0	-	49960	2.6886606177326233	True
head32481	SM_V7_ZW	81798048	81798148	+	100	413	Smp_068500	olap	0.0	-0.0664498552776	3.710547762102497	0.0	81794156.0	81800546.0	-	6390	49.52856992095836	False
head32485	SM_V7_ZW	81803751	81803851	-	100	385	Smp_068500	esq	3205.0		0.0	0.0	81794156.0	81800546.0	-	6390	49.52856992095836	True
head32500	SM_V7_1	81833047	81833147	-	100	740	Smp_143260	olap	0.0		2.5694828305551334	0.0	81805787.0	81984283.0	-	178496	0.6852968715847559	True
head32501	SM_V7_ZW	81836071	81836171	+	100	436	Smp_324230	esq	22185.0	-0.0174545691891	20.94213902349361	0.0	81811044.0	81813886.0	-	2842	0.4214769483539065	False
head32503	SM_V7_1	81841562	81841662	+	100	61	Smp_143260	olap	0.0		1.557952309944085	0.0	81805787.0	81984283.0	-	178496	0.6852968715847559	False
head32518	SM_V7_1	81899479	81899579	+	100	317	Smp_143260	olap	0.0		3.578694261766177	0.0	81805787.0	81984283.0	-	178496	0.6852968715847559	False
head32523	SM_V7_ZW	81919205	81919305	-	100	1212	Smp_131470	olap	0.0		0.0	0.0	81910339.0	81925094.0	+	14755	1.1586548189568122	False
head32526	SM_V7_1	81928745	81928845	-	100	630	Smp_143260	olap	0.0		0.8179356041726501	0.0	81805787.0	81984283.0	-	178496	0.6852968715847559	True
head32528	SM_V7_ZW	81931152	81931252	-	100	223	Smp_131470	esq	6058.0		0.0	0.0	81910339.0	81925094.0	+	14755	1.1586548189568122	False
head32529	SM_V7_1	81933683	81933783	+	100	881	Smp_143260	olap	0.0		0.5793352394621382	0.0	81805787.0	81984283.0	-	178496	0.6852968715847559	False
head32530	SM_V7_ZW	81939083	81939183	-	100	1194	Smp_131480	olap	0.0		0.0	0.0	81938030.0	81942580.0	+	4550	0.08470822518313627	False
head32536	SM_V7_1	81963125	81963225	+	100	561	Smp_143260	olap	0.0		1.6861071306102842	0.0	81805787.0	81984283.0	-	178496	0.6852968715847559	False
head3254	SM_V7_ZW	2221297	2221397	+	100	302	Smp_148110	esq	52398.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32548	SM_V7_1	82017229	82017329	+	100	414	Smp_168890	dir	818.0		0.3068098564629972	0.0	82018147.0	82068363.0	+	50216	6.9746275403492115	True
head32550	SM_V7_1	82022731	82022831	-	100	609	Smp_168890	olap	0.0		0.3068098564629972	0.0	82018147.0	82068363.0	+	50216	6.9746275403492115	False
head32551	SM_V7_1	82026515	82026615	-	100	353	Smp_168890	olap	0.0		1.762940240376768	0.0	82018147.0	82068363.0	+	50216	6.9746275403492115	False
head32552	SM_V7_ZW	82027630	82027730	-	100	3183	Smp_342600	esq	794.0		0.0	0.0	82026037.0	82026836.0	-	799	58.65725536063461	True
head32554	SM_V7_1	82031897	82031997	-	100	481	Smp_168890	olap	0.0		1.4858349725084503	0.0	82018147.0	82068363.0	+	50216	6.9746275403492115	False
head3256	SM_V7_4	2224304	2224404	-	100	540	Smp_169460	olap	0.0	0.805698761236	17.163897843661893	0.0	2218604.0	2232938.0	+	14334	18.100732336402952	False
head32561	SM_V7_ZW	82048446	82048546	+	100	289	Smp_017070	dir	3924.0		0.3068098564629972	0.0	82052470.0	82074914.0	+	22444	22.86671735347854	True
head32564	SM_V7_ZW	82052319	82052419	+	100	155	Smp_017070	dir	51.0		1.361152742997934	0.0	82052470.0	82074914.0	+	22444	22.86671735347854	True
head32565	SM_V7_ZW	82055074	82055174	+	100	527	Smp_017070	olap	0.0	0.6958374653720001	17.183815361245102	0.0	82052470.0	82074914.0	+	22444	22.86671735347854	True
head32570	SM_V7_ZW	82104984	82105084	-	100	97	Smp_340260	esq	2508.0		0.3068098564629972	0.0	82076933.0	82102476.0	-	25543	57.17053552793565	True
head32571	SM_V7_1	82116361	82116461	-	100	558	Smp_085910	esq	10880.0		0.0	0.0	82077877.0	82105481.0	+	27604	12.475705232160525	False
head32573	SM_V7_1	82121686	82121786	+	100	536	Smp_085910	esq	16205.0		0.3068098564629972	0.0	82077877.0	82105481.0	+	27604	12.475705232160525	True
head32576	SM_V7_1	82130122	82130222	-	100	286	Smp_085910	esq	24641.0		0.0		82077877.0	82105481.0	+	27604	12.475705232160525	False
head32578	SM_V7_1	82137118	82137218	+	100	78	Smp_332710	dir	25903.0		0.0	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head3258	SM_V7_ZW	2229352	2229452	+	100	551	Smp_148110	esq	60453.0		1.7448126736412712	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32585	SM_V7_1	82159106	82159206	+	100	227	Smp_332710	dir	3915.0		0.0	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head32595	SM_V7_1	82207654	82207754	+	100	525	Smp_332710	olap	0.0		0.2043158912466557	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head32596	SM_V7_ZW	82210930	82211030	-	100	51	Smp_342610	olap	0.0		0.27194458900565555	0.0	82203971.0	82244646.0	-	40675	10.877582606796352	True
head32599	SM_V7_1	82225249	82225349	-	100	1101	Smp_332710	olap	0.0		0.680576371498967	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	True
head32606	SM_V7_1	82255097	82255197	+	100	185	Smp_332710	olap	0.0		1.0555957197144494	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head32609	SM_V7_1	82263912	82264012	+	100	734	Smp_332710	olap	0.0		1.1226436234799637	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head3261	SM_V7_ZW	2230877	2230977	-	100	453	Smp_148110	esq	61978.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	True
head32611	SM_V7_1	82266950	82267050	+	100	345	Smp_332710	olap	0.0		1.2272394258519888	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head32612	SM_V7_ZW	82266760	82266860	-	100	209	Smp_307170	dir	10779.0		1.9682097255053141	0.0	82277639.0	82280826.0	+	3187	4.3449754636246265	False
head32613	SM_V7_ZW	82267651	82267751	-	100	549	Smp_307170	dir	9888.0		3.525880480753536	0.0	82277639.0	82280826.0	+	3187	4.3449754636246265	False
head32621	SM_V7_1	82299752	82299852	+	100	268	Smp_332710	olap	0.0		0.9204295693889916	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	False
head32623	SM_V7_1	82306048	82306148	-	100	482	Smp_332710	esq	3042.0		0.0	0.0	82163121.0	82303006.0	-	139885	1.3399216702273151	True
head32625	SM_V7_ZW	82335509	82335609	+	100	433	Smp_243850	olap	0.0		0.6136197129259944	0.0	82282168.0	82375685.0	-	93517	7.541566467178605	False
head32629	SM_V7_ZW	82344608	82344708	-	100	139	Smp_243850	olap	0.0		2.5694828305551334	0.0	82282168.0	82375685.0	-	93517	7.541566467178605	True
head32635	SM_V7_1	82393105	82393205	-	100	2125	Smp_142250	dir	5905.0		0.6423707076387833	0.0	82399110.0	82428586.0	+	29476	13.948512140457877	False
head32642	SM_V7_1	82414130	82414230	-	100	603	Smp_142250	olap	0.0	0.967920906014	7.98179232583653	0.0	82399110.0	82428586.0	+	29476	13.948512140457877	False
head32643	SM_V7_ZW	82420142	82420242	+	100	149	Smp_131580	esq	2667.0		0.0	1.0	82394909.0	82417475.0	+	22566	0.778471614092096	True
head32644	SM_V7_ZW	82424340	82424440	+	100	1029	Smp_160270	dir	6499.0		0.3068098564629972	1.0	82430939.0	82447361.0	+	16422	2.56136424437856	True
head32649	SM_V7_1	82434727	82434827	+	100	513	Smp_142250	esq	6141.0		0.0	1.0	82399110.0	82428586.0	+	29476	13.948512140457877	True
head32651	SM_V7_1	82440480	82440580	-	100	235	Smp_142250	esq	11894.0		0.0	1.0	82399110.0	82428586.0	+	29476	13.948512140457877	False
head32653	SM_V7_1	82447176	82447276	+	100	175	Smp_332720	dir	15884.0		0.0	1.0	82463160.0	82547669.0	+	84509	0.0612047071150386	True
head32655	SM_V7_1	82451460	82451560	+	100	75	Smp_332720	dir	11600.0		0.0	1.0	82463160.0	82547669.0	+	84509	0.0612047071150386	True
head32658	SM_V7_ZW	82462003	82462103	+	100	3183	Smp_345170	olap	0.0		1.5915512717405638	0.0	82448996.0	82467002.0	-	18006	0.9834617902680115	False
head32659	SM_V7_1	82469378	82469478	+	100	357	Smp_332720	olap	0.0		0.0	0.0	82463160.0	82547669.0	+	84509	0.0612047071150386	True
head3266	SM_V7_ZW	2235567	2235667	+	100	288	Smp_148110	esq	66668.0		0.0	0.0	2147551.0	2168899.0	-	21348	30.921216848560988	False
head32674	SM_V7_ZW	82503304	82503404	+	100	240	Smp_345190	dir	585.0		0.0	0.0	82503989.0	82525556.0	+	21567	0.34841276003720373	True
head32678	SM_V7_ZW	82517288	82517388	-	100	376	Smp_345190	olap	0.0		0.0	0.0	82503989.0	82525556.0	+	21567	0.34841276003720373	False
head3268	SM_V7_6	2238204	2238304	-	100	2670	Smp_074280	dir	3788.0		0.0	0.0	2242092.0	2249622.0	+	7530	3.141773905249374	False
head32685	SM_V7_1	82549091	82549191	+	100	772	Smp_155340	dir	34399.0		0.0	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	True
head32700	SM_V7_1	82595256	82595356	+	100	1000	Smp_155340	olap	0.0		0.0	0.0	82583590.0	82629957.0	+	46367	0.9732545526677205	True
head32702	SM_V7_ZW	82594758	82594858	-	100	981	Smp_070310	esq	4087.0		0.0	2.0	82535869.0	82590671.0	+	54802	6.962474470899028	False
