	seqid	start	end	strand	motherlength	length	neighbor_gene	flag	distance	correlation	transcription	gene_start	gene_end	gene_strand	gene_length	gene_transcription	same_strand
head6581	SM_V7_2	5971013	5972013	-	3184	1000	Smp_212760	olap	0.0		0.43324230709319017	5918516.0	6006162.0	-	87646	1.5484733786678673	True
head6587	SM_V7_3	5976439	5977439	-	327	1000	Smp_138200	olap	0.0	0.9525668378883948	2.7170920206512172	5953836.0	6010360.0	+	56524	1.0562286716170892	False
head6590	SM_V7_2	5982951	5983951	-	786	1000	Smp_212760	olap	0.0		0.4670130645315013	5918516.0	6006162.0	-	87646	1.5484733786678673	True
head6592	SM_V7_7	5985840	5986840	-	426	1000	Smp_127860	olap	0.0	0.9861711864716832	3.938641412101394	5983856.0	5986830.0	+	2974	3.1971813809170073	False
head6595	SM_V7_2	5989005	5990005	-	131	1000	Smp_212760	olap	0.0	0.16961918452475128	0.5679342399494692	5918516.0	6006162.0	-	87646	1.5484733786678673	True
head6596	SM_V7_7	5988788	5989788	-	640	1000	Smp_127860	esq	1958.0		0.17711286038633	5983856.0	5986830.0	+	2974	3.1971813809170073	False
head6599	SM_V7_5	5997327	5998327	-	780	1000	Smp_266920	olap	0.0	0.3553289066136895	1.4674072503045794	5994186.0	6021047.0	+	26861	11.50174687022427	False
head6603	SM_V7_6	6005350	6006350	-	388	1000	Smp_331380	olap	0.0	0.7865157869380431	11.65479701552596	6004376.0	6016577.0	+	12201	7.82986996552263	False
head6604	SM_V7_2	6007991	6008991	+	96	1000	Smp_212760	esq	1829.0	-0.3398570406772196	0.9036718900399325	5918516.0	6006162.0	-	87646	1.5484733786678673	False
head6605	SM_V7_7	6010469	6011469	+	274	1000	Smp_318160	olap	0.0		1.107588945164125	6003281.0	6011240.0	-	7959	1.5239746974062833	False
head661	SM_V7_4H023	20138	21138	-	200	1000					0.0						False
head6610	SM_V7_2	6014180	6015180	+	556	1000	Smp_212760	esq	8018.0	0.05221942235648014	1.1019267052364712	5918516.0	6006162.0	-	87646	1.5484733786678673	False
head6616	SM_V7_ZW	6022524	6023524	+	994	1000	Smp_342820	olap	0.0	-0.05784387308382807	0.18308504928316313	5994448.0	6084171.0	-	89723	0.20689224738928239	False
head6628	SM_V7_6	6035864	6036864	+	3186	1000	Smp_243760	esq	6432.0		0.0	6020848.0	6029432.0	-	8584	3.2511892870104058	False
head6632	SM_V7_2	6035676	6036676	-	414	1000	Smp_327720	dir	27400.0		0.0	6064076.0	6086723.0	+	22647	1.1164908226238095	False
head6639	SM_V7_2	6040920	6041920	-	217	1000	Smp_327720	dir	22156.0		0.2653919029453239	6064076.0	6086723.0	+	22647	1.1164908226238095	False
head6649	SM_V7_5	6048339	6049339	-	584	1000	Smp_243750	olap	0.0	0.7276324286684304	2.141891780101543	6046535.0	6058606.0	+	12071	3.0221614174381703	False
head6650	SM_V7_6	6049900	6050900	-	535	1000	Smp_243760	esq	20468.0	0.6851109715058097	1.107024206483055	6020848.0	6029432.0	-	8584	3.2511892870104058	True
head6653	SM_V7_5	6056562	6057562	-	259	1000	Smp_243750	olap	0.0	0.8783499399432841	8.064992342867658	6046535.0	6058606.0	+	12071	3.0221614174381703	False
head6658	SM_V7_2	6060715	6061715	+	215	1000	Smp_327720	dir	2361.0		0.22986410549015476	6064076.0	6086723.0	+	22647	1.1164908226238095	True
head6661	SM_V7_7	6060478	6061478	-	535	1000	Smp_127870	olap	0.0		0.05438891780113112	6052951.0	6074752.0	-	21801	0.9605449094747909	True
head6662	SM_V7_6	6061176	6062176	-	70	1000	Smp_172170	dir	11517.0		0.5966640180701417	6073693.0	6084412.0	-	10719	0.4425638769127675	True
head6663	SM_V7_2	6063566	6064566	-	75	1000	Smp_327720	olap	0.0		0.2299726843536279	6064076.0	6086723.0	+	22647	1.1164908226238095	False
head6670	SM_V7_5	6071919	6072919	-	766	1000	Smp_330150	olap	0.0	0.5485058605223107	1.5911953962632417	6065046.0	6075580.0	+	10534	1.5055860185751924	False
head6674	SM_V7_2	6074402	6075402	-	328	1000	Smp_327720	olap	0.0	0.8277483694336095	1.1592913923180903	6064076.0	6086723.0	+	22647	1.1164908226238095	False
head6683	SM_V7_4	6082357	6083357	-	126	1000	Smp_334040	olap	0.0		0.0	6083066.0	6177647.0	+	94581	0.14280378519300344	False
head6692	SM_V7_4	6089605	6090605	+	1118	1000	Smp_334040	olap	0.0		0.06136197129259944	6083066.0	6177647.0	+	94581	0.14280378519300344	True
head6693	SM_V7_ZW	6089066	6090066	-	510	1000	Smp_342820	esq	4895.0		0.3585671812419255	5994448.0	6084171.0	-	89723	0.20689224738928239	True
head6700	SM_V7_7	6093924	6094924	-	216	1000	Smp_242890	olap	0.0		0.06136197129259944	6079846.0	6121248.0	+	41402	0.2592228227359781	False
head6704	SM_V7_2	6096219	6097219	-	1202	1000	Smp_327730	esq	5897.0		0.6685702667695722	6089939.0	6090322.0	-	383	183.84068672807734	True
head6705	SM_V7_5	6100911	6101911	+	561	1000	Smp_330160	olap	0.0	0.7738205961144995	0.9778448057992484	6101097.0	6119452.0	-	18355	1.6999356103124477	False
head6711	SM_V7_7	6113009	6114009	+	3184	1000	Smp_242890	olap	0.0		0.623879007223691	6079846.0	6121248.0	+	41402	0.2592228227359781	True
head6714	SM_V7_5	6112986	6113986	-	180	1000	Smp_330160	olap	0.0	0.92238100558642	2.3870226385755227	6101097.0	6119452.0	-	18355	1.6999356103124477	True
head6719	SM_V7_2	6123023	6124023	-	744	1000	Smp_159350	dir	18638.0	0.5850758587662708	6.621506603262443	6142661.0	6176973.0	+	34312	111.40800400453824	False
head6721	SM_V7_ZW	6126581	6127581	+	717	1000	Smp_133830	olap	0.0	0.4348374226597061	1.9679197743529637	6105466.0	6161753.0	+	56287	36.48600610245993	True
head6723	SM_V7_4	6125879	6126879	-	170	1000	Smp_334040	olap	0.0		0.21078510430260572	6083066.0	6177647.0	+	94581	0.14280378519300344	False
head6724	SM_V7_ZW	6126036	6127036	-	553	1000	Smp_133830	olap	0.0	0.3616160065625147	4.531567008871728	6105466.0	6161753.0	+	56287	36.48600610245993	False
head6731	SM_V7_5	6130628	6131628	-	182	1000	Smp_314240	olap	0.0	0.8059147290442186	3.669191231831872	6121836.0	6132806.0	+	10970	5.616079749585114	False
head6733	SM_V7_5	6133571	6134571	+	369	1000	Smp_314240	esq	765.0	0.8849180664673043	0.6950125005091499	6121836.0	6132806.0	+	10970	5.616079749585114	True
head6742	SM_V7_7	6139176	6140176	+	397	1000	Smp_010800	dir	17698.0		0.06136197129259944	6157874.0	6162482.0	-	4608	11.415963558040712	False
head6744	SM_V7_5	6140267	6141267	-	1366	1000	Smp_314250	esq	863.0		0.21973822382629596	6137556.0	6139404.0	+	1848	2.3989285677395844	False
head6748	SM_V7_6	6147405	6148405	+	294	1000	Smp_067480	dir	11751.0	0.5398415369808024	1.5780295496748282	6160156.0	6165532.0	-	5376	162.7488804396542	False
head6749	SM_V7_7	6148044	6149044	+	199	1000	Smp_010800	dir	8830.0		0.0	6157874.0	6162482.0	-	4608	11.415963558040712	False
head6750	SM_V7_5	6146386	6147386	-	565	1000	Smp_152580	olap	0.0	0.2633601459108175	5.605283565814563	6147056.0	6161967.0	+	14911	15.055039560769458	False
head6764	SM_V7_7	6152889	6153889	-	472	1000	Smp_010800	dir	3985.0		0.21809219743435823	6157874.0	6162482.0	-	4608	11.415963558040712	True
head6766	SM_V7_6	6159058	6160058	+	198	1000	Smp_067480	dir	98.0	0.12362775617854355	1.42584467739195	6160156.0	6165532.0	-	5376	162.7488804396542	False
head677	SM_V7_1H043	19604	20604	-	1164	1000	Smp_325230	esq	1504.0		0.22372623757821894	15006.0	18100.0	+	3094	2.8043640698494183	False
head6770	SM_V7_3	6157767	6158767	-	677	1000	Smp_121390	dir	4444.0	0.5320570861946702	12.63290038224607	6163211.0	6200032.0	-	36821	1.6446098613684728	True
head6774	SM_V7_6	6169584	6170584	+	3186	1000	Smp_158710	dir	1173.0		0.06136197129259944	6171757.0	6177632.0	+	5875	0.3254025053040972	True
head6776	SM_V7_1	6170437	6171437	-	192	1000	Smp_016050	dir	64599.0	-0.5048920369289169	0.47852112977211564	6236036.0	6262414.0	+	26378	56.64516298835044	False
head6777	SM_V7_3	6175775	6176775	+	1349	1000	Smp_121390	olap	0.0	0.6357327396892866	2.1299838792921064	6163211.0	6200032.0	-	36821	1.6446098613684728	False
head6778	SM_V7_7	6177576	6178576	+	1210	1000	Smp_127890	olap	0.0		0.8664846141863805	6170806.0	6206019.0	+	35213	6.58699259726686	True
head6779	SM_V7_1	6180265	6181265	+	2366	1000	Smp_016050	dir	54771.0		0.3849067064189597	6236036.0	6262414.0	+	26378	56.64516298835044	True
head678	SM_V7_1H021	23153	24153	+	1291	1000					0.0						False
head6784	SM_V7_6	6179043	6180043	-	1207	1000	Smp_158710	esq	1411.0		0.08861450959251355	6171757.0	6177632.0	+	5875	0.3254025053040972	False
head6787	SM_V7_5	6183449	6184449	-	434	1000	Smp_330180	olap	0.0	0.5123888593262766	4.0842419805275085	6183032.0	6212292.0	-	29260	3.2634718641284337	True
head6788	SM_V7_7	6182012	6183012	-	3186	1000	Smp_127890	olap	0.0	0.7448991983235139	23.968887858112492	6170806.0	6206019.0	+	35213	6.58699259726686	False
head6792	SM_V7_7	6191809	6192809	+	623	1000	Smp_127890	olap	0.0	-0.6098784551759237	1.1823978423327342	6170806.0	6206019.0	+	35213	6.58699259726686	True
head6799	SM_V7_2	6199497	6200497	-	806	1000	Smp_159350	esq	22524.0		0.6880371992870868	6142661.0	6176973.0	+	34312	111.40800400453824	False
head680	SM_V7_ZWH042	22258	23258	+	387	1000	Smp_325510	esq	4836.0		0.0	14654.0	17422.0	-	2768	1.4643569009149173	False
head6802	SM_V7_3	6205807	6206807	-	557	1000	Smp_121390	esq	5775.0		0.06423707076387834	6163211.0	6200032.0	-	36821	1.6446098613684728	True
head6805	SM_V7_5	6206491	6207491	-	992	1000	Smp_330180	olap	0.0	0.9948816125897868	10.283864843038412	6183032.0	6212292.0	-	29260	3.2634718641284337	True
head6806	SM_V7_ZW	6208436	6209436	-	267	1000	Smp_133820	esq	9624.0		0.03068098564629972	6161295.0	6198812.0	-	37517	8.09618402285908	True
head6807	SM_V7_4	6208040	6209040	-	1110	1000	Smp_309970	olap	0.0	0.5340454060656009	2.1661321390836545	6197674.0	6227061.0	+	29387	19.29058962645919	False
head6808	SM_V7_3	6209465	6210465	-	1275	1000	Smp_121390	esq	9433.0		0.0	6163211.0	6200032.0	-	36821	1.6446098613684728	True
head681	SM_V7_U001	23553	24553	+	1638	1000					0.02043158912466557						False
head6812	SM_V7_2	6212771	6213771	-	206	1000	Smp_159350	esq	35798.0	0.6127235174956972	3.258519263945335	6142661.0	6176973.0	+	34312	111.40800400453824	False
head6814	SM_V7_ZW	6215271	6216271	+	328	1000	Smp_133820	esq	16459.0		0.14890573065242224	6161295.0	6198812.0	-	37517	8.09618402285908	False
head6817	SM_V7_7	6215618	6216618	-	400	1000	Smp_010820	dir	1498.0	0.12726057632246682	0.7647187033357831	6218116.0	6237925.0	+	19809	14.837664962246887	False
head6818	SM_V7_2	6218347	6219347	+	477	1000	Smp_159350	esq	41374.0	0.5832571579078264	5.93825469943665	6142661.0	6176973.0	+	34312	111.40800400453824	True
head6826	SM_V7_5	6227717	6228717	+	207	1000	Smp_330200	dir	1909.0	-0.1663149214263935	1.2644684284141023	6230626.0	6231290.0	+	664	3.4196127025047454	True
head683	SM_V7_4H026	22378	23378	+	442	1000	Smp_307410	esq	5841.0		0.25694828305551337	15716.0	16537.0	+	821	22.531100508766592	True
head6835	SM_V7_6	6232671	6233671	-	557	1000	Smp_067430	esq	2334.0		0.1534049282314986	6222666.0	6230337.0	+	7671	2.777223178798813	False
head6837	SM_V7_5	6233158	6234158	-	454	1000	Smp_330200	esq	1868.0	0.11087834044665912	0.5787233389249281	6230626.0	6231290.0	+	664	3.4196127025047454	False
head684	SM_V7_1H007	25129	26129	+	3183	1000	Smp_301320	dir	2308.0		0.0	28437.0	45152.0	-	16715	0.4328321088014464	False
head6843	SM_V7_6	6240289	6241289	+	654	1000	Smp_067420	dir	992.0	-0.20570952138259746	0.3218203935712609	6242281.0	6247162.0	-	4881	28.459519190804368	False
head6847	SM_V7_ZW	6242055	6243055	-	737	1000	Smp_133820	esq	43243.0		0.0	6161295.0	6198812.0	-	37517	8.09618402285908	True
head6852	SM_V7_5	6244803	6245803	-	606	1000	Smp_330210	dir	3515.0		0.35833824701791145	6249318.0	6254722.0	-	5404	0.3205595541640028	True
head6860	SM_V7_5	6254500	6255500	+	174	1000	Smp_330210	olap	0.0		0.5445775517573265	6249318.0	6254722.0	-	5404	0.3205595541640028	False
head6868	SM_V7_2	6268595	6269595	+	99	1000	Smp_159340	olap	0.0	0.9709431105398152	3.8078488057813575	6266556.0	6275562.0	-	9006	4.324456190901181	False
head6888	SM_V7_2	6284145	6285145	+	310	1000	Smp_159330	olap	0.0	0.9193103646645432	0.852636990954959	6282965.0	6298382.0	-	15417	0.31610925780577054	False
head6898	SM_V7_5	6291357	6292357	-	317	1000	Smp_243730	olap	0.0	0.8252132603819161	1.739867426254297	6287115.0	6293644.0	+	6529	3.9029551288227644	False
head6905	SM_V7_5	6300859	6301859	+	494	1000	Smp_243730	esq	7215.0		0.660231313112066	6287115.0	6293644.0	+	6529	3.9029551288227644	True
head6908	SM_V7_5	6301334	6302334	+	239	1000	Smp_243730	esq	7690.0		0.06423707076387834	6287115.0	6293644.0	+	6529	3.9029551288227644	True
head6913	SM_V7_5	6307324	6308324	-	569	1000	Smp_330220	dir	2562.0		0.08430535653051421	6310886.0	6317251.0	+	6365	0.8019760539753111	False
head6914	SM_V7_ZW	6310263	6311263	+	190	1000	Smp_336370	dir	36046.0		0.25694828305551337	6347309.0	6431992.0	+	84683	2.221595748945033	True
head6931	SM_V7_5	6329305	6330305	+	63	1000	Smp_330230	esq	3083.0		0.0	6320293.0	6326222.0	-	5929	0.6862903544104724	False
head6932	SM_V7_7	6330466	6331466	+	486	1000	Smp_212350	olap	0.0	0.5622521167828047	2.733783408114334	6274956.0	6373412.0	-	98456	27.84211384471857	False
head6934	SM_V7_5	6332406	6333406	-	458	1000	Smp_330230	esq	6184.0		0.2876292687018131	6320293.0	6326222.0	-	5929	0.6862903544104724	True
head6935	SM_V7_7	6335194	6336194	+	430	1000	Smp_212350	olap	0.0	0.962797065258307	2.846877215553203	6274956.0	6373412.0	-	98456	27.84211384471857	False
head6936	SM_V7_7	6335821	6336821	+	250	1000	Smp_212350	olap	0.0		0.6220096229222795	6274956.0	6373412.0	-	98456	27.84211384471857	False
head6938	SM_V7_ZW	6336564	6337564	+	268	1000	Smp_336370	dir	9745.0		0.0	6347309.0	6431992.0	+	84683	2.221595748945033	True
head6939	SM_V7_6	6335716	6336716	-	409	1000	Smp_158670	olap	0.0	0.9719925058767532	82.47118928867887	6296566.0	6336568.0	+	40002	15.855480885417311	False
head6957	SM_V7_ZW	6354741	6355741	-	584	1000	Smp_336370	olap	0.0	-0.14509639698557728	1.193177161969191	6347309.0	6431992.0	+	84683	2.221595748945033	False
head6958	SM_V7_4	6359115	6360115	+	719	1000	Smp_086460	olap	0.0	0.9357623796008908	53.3111231447884	6355090.0	6425197.0	+	70107	13.894195570409014	True
head6959	SM_V7_5	6361107	6362107	+	576	1000	Smp_330240	olap	0.0	0.9692962540489845	1.4190417112341533	6352026.0	6362273.0	+	10247	2.320809795181279	True
head6964	SM_V7_7	6372464	6373464	-	506	1000	Smp_212350	olap	0.0	-0.019171186880496467	0.6470232639696709	6274956.0	6373412.0	-	98456	27.84211384471857	True
head6965	SM_V7_2	6379056	6380056	+	383	1000	Smp_327770	olap	0.0	0.9529281238663696	3.383096218041939	6379136.0	6380356.0	-	1220	3.749995059261474	False
head6968	SM_V7_5	6381200	6382200	+	308	1000	Smp_315650	esq	4778.0	0.7925619880844237	3.7534616138567163	6366080.0	6376422.0	-	10342	5.849406173698206	False
head6969	SM_V7_7	6385663	6386663	-	320	1000	Smp_212350	esq	12251.0		0.17448126736412714	6274956.0	6373412.0	-	98456	27.84211384471857	True
head6997	SM_V7_6	6410255	6411255	-	310	1000	Smp_158620	dir	2140.0		0.4216367730466445	6413395.0	6459643.0	+	46248	11.177107193013109	False
head6998	SM_V7_7	6412423	6413423	+	519	1000	Smp_127920	dir	9609.0	0.7246268413124788	0.6784199214913581	6423032.0	6495898.0	-	72866	6.01509643157039	False
head7008	SM_V7_3	6420561	6421561	-	237	1000	Smp_180520	olap	0.0	0.9514312902187622	28.29604849765266	6400600.0	6454685.0	-	54085	9.1810119659735	True
head7012	SM_V7_7	6431145	6432145	+	683	1000	Smp_127920	olap	0.0	0.6812965763168399	6.272550201853567	6423032.0	6495898.0	-	72866	6.01509643157039	False
head7014	SM_V7_4	6433837	6434837	+	1808	1000	Smp_141620	olap	0.0		0.384839502500357	6434516.0	6434950.0	+	434	0.34543410480590886	True
head7017	SM_V7_ZW	6437460	6438460	+	192	1000	Smp_336370	esq	5468.0	0.10694741865233663	0.5702436216602396	6347309.0	6431992.0	+	84683	2.221595748945033	True
head7025	SM_V7_2	6444158	6445158	+	286	1000	Smp_095910	olap	0.0	0.4169740435965728	11.054072639510085	6445071.0	6458935.0	-	13864	43.42678133558059	False
head7026	SM_V7_ZW	6443380	6444380	-	207	1000	Smp_336370	esq	11388.0		0.29922537569707364	6347309.0	6431992.0	+	84683	2.221595748945033	False
head7043	SM_V7_5	6466516	6467516	-	411	1000	Smp_152630	dir	10681.0	-0.17518107234078434	0.49564955486834683	6478197.0	6491961.0	-	13764	3.8488440359779785	True
head7050	SM_V7_5	6491806	6492806	+	577	1000	Smp_152630	olap	0.0	0.5358022742220057	3.9359941157792404	6478197.0	6491961.0	-	13764	3.8488440359779785	False
head7051	SM_V7_ZW	6490430	6491430	-	438	1000	Smp_064600	olap	0.0	0.6868908601857977	1.0384290271198684	6486269.0	6490561.0	+	4292	13.469284320795051	False
head7057	SM_V7_5	6496995	6497995	+	168	1000	Smp_152630	esq	5034.0		0.2069078057653738	6478197.0	6491961.0	-	13764	3.8488440359779785	False
head7062	SM_V7_1	6504505	6505505	-	3031	1000	Smp_130940	olap	0.0	0.3200458336922559	4.697390573867066	6500180.0	6514124.0	+	13944	11.466862483037364	False
head7064	SM_V7_7	6510410	6511410	-	346	1000	Smp_127930	esq	2800.0	0.14058854521602632	1.456550455366704	6502402.0	6507610.0	+	5208	4.321102122310421	False
head7070	SM_V7_2	6524571	6525571	+	3183	1000	Smp_347720	esq	9843.0		0.25694828305551337	6490074.0	6514728.0	-	24654	3.915438099859427	False
head7072	SM_V7_3	6525500	6526500	+	1690	1000	Smp_104500	olap	0.0	0.11643117058178615	1.470720788989129	6466789.0	6563063.0	+	96274	12.379326699740476	True
head7078	SM_V7_ZW	6536743	6537743	+	74	1000	Smp_157000	olap	0.0	-0.4023935454635768	0.4614983917071923	6512800.0	6555715.0	-	42915	8.879826527355794	False
head708	SM_V7_6H024	21542	22542	-	167	1000					0.11247454606356473						False
head7080	SM_V7_6	6534242	6535242	-	3183	1000	Smp_158610	esq	4478.0		0.2316179369861582	6475624.0	6529764.0	+	54140	9.040915916893923	False
head7084	SM_V7_5	6542582	6543582	+	616	1000	Smp_179490	olap	0.0	0.9323006395741285	13.171866876818193	6507335.0	6561259.0	+	53924	2.474537973277861	True
head7085	SM_V7_2	6543229	6544229	-	190	1000	Smp_347720	esq	28501.0		0.18696101334907722	6490074.0	6514728.0	-	24654	3.915438099859427	True
head7093	SM_V7_1	6560598	6561598	-	318	1000	Smp_016200	dir	1042.0		0.09879670219554496	6562640.0	6583294.0	+	20654	18.1718835958806	False
head7104	SM_V7_2	6567095	6568095	-	72	1000	Smp_245510	dir	13677.0	0.431707829688436	0.6745394296386922	6581772.0	6643278.0	+	61506	2.1642667962713387	False
head7111	SM_V7_2	6577457	6578457	-	162	1000	Smp_245510	dir	3315.0		0.12847414152775669	6581772.0	6643278.0	+	61506	2.1642667962713387	False
head7115	SM_V7_2	6585034	6586034	-	534	1000	Smp_245510	olap	0.0		0.3431066332146493	6581772.0	6643278.0	+	61506	2.1642667962713387	False
head712	SM_V7_3H009	20547	21547	-	1206	1000	Smp_321140	dir	4149.0		0.0	25696.0	29477.0	+	3781	0.2856692305588078	False
head7127	SM_V7_5	6603160	6604160	-	912	1000	Smp_056760	esq	8964.0		0.14991840148576444	6586815.0	6594196.0	+	7381	177.9138976157724	False
head7130	SM_V7_5	6605599	6606599	-	497	1000	Smp_056760	esq	11403.0		0.0	6586815.0	6594196.0	+	7381	177.9138976157724	False
head7135	SM_V7_5	6609433	6610433	+	420	1000	Smp_056770	dir	8101.0		0.03068098564629972	6618534.0	6627333.0	+	8799	0.3066835961196785	True
head7137	SM_V7_6	6610412	6611412	-	361	1000	Smp_344960	dir	6012.0		0.04086317824933114	6617424.0	6650642.0	+	33218	4.639823655343566	False
head7143	SM_V7_2	6622749	6623749	+	571	1000	Smp_245510	olap	0.0	0.6859186472809311	3.5784095156018747	6581772.0	6643278.0	+	61506	2.1642667962713387	True
head7146	SM_V7_5	6623009	6624009	+	190	1000	Smp_056770	olap	0.0		0.5382438781723615	6618534.0	6627333.0	+	8799	0.3066835961196785	True
head7161	SM_V7_6	6662804	6663804	+	292	1000	Smp_331390	dir	4192.0	0.5613139125517712	0.3499074431914065	6667996.0	6680417.0	+	12421	3.075661868314583	True
head7166	SM_V7_6	6668226	6669226	-	295	1000	Smp_331390	olap	0.0	0.4994491011145485	1.9341127092154289	6667996.0	6680417.0	+	12421	3.075661868314583	False
head7170	SM_V7_ZW	6678129	6679129	+	479	1000	Smp_306120	olap	0.0	0.6784041261412581	5.414507291960097	6627278.0	6748325.0	-	121047	6.9933570380835155	False
head7176	SM_V7_2	6687261	6688261	-	830	1000	Smp_147840	olap	0.0	-0.1568903884494377	0.9166681454421274	6672830.0	6713104.0	+	40274	7.802726697553906	False
head7177	SM_V7_6	6688053	6689053	-	1008	1000	Smp_333710	olap	0.0	0.6546939697040712	8.687695564437593	6684010.0	6690730.0	-	6720	7.853242248460524	True
head7179	SM_V7_7	6692444	6693444	+	350	1000	Smp_211300	olap	0.0	0.8043552042998218	9.57391570792525	6670872.0	6706301.0	+	35429	5.314540957507191	True
head7191	SM_V7_2	6719563	6720563	-	325	1000	Smp_147840	esq	6459.0		0.06136197129259944	6672830.0	6713104.0	+	40274	7.802726697553906	False
head7200	SM_V7_2	6730915	6731915	-	501	1000	Smp_147840	esq	17811.0		0.0	6672830.0	6713104.0	+	40274	7.802726697553906	False
head7206	SM_V7_2	6734629	6735629	+	190	1000	Smp_147840	esq	21525.0		0.5738059242843365	6672830.0	6713104.0	+	40274	7.802726697553906	True
head721	SM_V7_2H003	23109	24109	+	51	1000	Smp_307450	olap	0.0		0.18983611282035612	18678.0	47222.0	-	28544	0.12621631792929183	False
head7212	SM_V7_7	6735109	6736109	-	480	1000	Smp_010930	olap	0.0	0.03383152371054392	2.945295435653408	6713412.0	6741577.0	+	28165	17.060702198215203	False
head7214	SM_V7_5	6737569	6738569	+	389	1000	Smp_152670	dir	3959.0		0.3068098564629972	6742528.0	6751161.0	-	8633	2.4481833010950074	False
head7219	SM_V7_7	6738453	6739453	-	407	1000	Smp_010930	olap	0.0	0.08674439108708436	1.8379126034888176	6713412.0	6741577.0	+	28165	17.060702198215203	False
head7226	SM_V7_1	6741695	6742695	-	582	1000	Smp_130960	dir	6098.0		0.0	6748793.0	6754012.0	-	5219	1.465219223635859	True
head7228	SM_V7_ZW	6747703	6748703	+	76	1000	Smp_306120	olap	0.0	0.6722606254853628	1.6683949093383696	6627278.0	6748325.0	-	121047	6.9933570380835155	False
head7245	SM_V7_5	6760579	6761579	-	561	1000	Smp_152670	esq	9418.0		0.0	6742528.0	6751161.0	-	8633	2.4481833010950074	True
head7247	SM_V7_5	6766631	6767631	-	329	1000	Smp_344500	dir	5134.0		0.46752010082043094	6772765.0	6842780.0	+	70015	0.27329839021671604	False
head7252	SM_V7_5	6772259	6773259	-	260	1000	Smp_344500	olap	0.0		0.2757842792639237	6772765.0	6842780.0	+	70015	0.27329839021671604	False
head7265	SM_V7_6	6792274	6793274	-	3186	1000	Smp_173060	esq	12439.0		0.260895480007618	6720274.0	6779835.0	+	59561	12.448021057122086	False
head7285	SM_V7_2	6836729	6837729	+	526	1000	Smp_310260	dir	675.0		0.0	6838404.0	6838998.0	+	594	183.29740702598008	True
head7286	SM_V7_ZW	6840110	6841110	+	209	1000	Smp_344820	olap	0.0		0.03068098564629972	6784911.0	6921146.0	-	136235	1.9106232029190775	False
head7287	SM_V7_7	6838561	6839561	-	606	1000	Smp_003270	olap	0.0	0.13569521885812685	4.823814034732932	6833189.0	6857353.0	+	24164	38.07382784572542	False
head7292	SM_V7_ZW	6860489	6861489	-	826	1000	Smp_344820	olap	0.0	0.9801785478235964	3.029020052841151	6784911.0	6921146.0	-	136235	1.9106232029190775	True
head7294	SM_V7_7	6864231	6865231	-	200	1000	Smp_003270	esq	6878.0		0.6131331392118081	6833189.0	6857353.0	+	24164	38.07382784572542	False
head7303	SM_V7_1	6883910	6884910	+	398	1000	Smp_171020	olap	0.0		0.19057139601952727	6872926.0	6935169.0	+	62243	4.536030065883799	True
head7305	SM_V7_2	6886008	6887008	-	412	1000	Smp_344000	olap	0.0		0.9771206851563629	6851894.0	6890299.0	+	38405	0.74532154797324	False
head7306	SM_V7_2	6887873	6888873	-	128	1000	Smp_344000	olap	0.0	-0.04638487294618508	0.6607891110574274	6851894.0	6890299.0	+	38405	0.74532154797324	False
head7310	SM_V7_7	6892185	6893185	-	729	1000	Smp_203270	dir	8154.0		0.09204295693889916	6901339.0	6915313.0	+	13974	2.0589095569902125	False
head7311	SM_V7_ZW	6896636	6897636	+	427	1000	Smp_344820	olap	0.0	0.9809376702805084	2.903450744544341	6784911.0	6921146.0	-	136235	1.9106232029190775	False
head7312	SM_V7_7	6899246	6900246	+	2568	1000	Smp_203270	dir	1093.0		0.17711286038633	6901339.0	6915313.0	+	13974	2.0589095569902125	True
head7313	SM_V7_2	6895331	6896331	-	400	1000	Smp_327780	olap	0.0	0.9162903761527726	2.960957040350655	6894654.0	6901970.0	-	7316	2.5008923500545843	True
head7314	SM_V7_2	6900620	6901620	+	869	1000	Smp_327780	olap	0.0	0.7097694009494636	3.316956095904856	6894654.0	6901970.0	-	7316	2.5008923500545843	False
head7318	SM_V7_7	6902247	6903247	-	381	1000	Smp_203270	olap	0.0		0.37291803234792403	6901339.0	6915313.0	+	13974	2.0589095569902125	False
head7319	SM_V7_2	6904985	6905985	+	569	1000	Smp_327780	esq	3015.0	0.8608862605121159	2.950038155295422	6894654.0	6901970.0	-	7316	2.5008923500545843	False
head7324	SM_V7_2	6916484	6917484	+	514	1000	Smp_327780	esq	14514.0	0.43850160243898095	0.5386289753379073	6894654.0	6901970.0	-	7316	2.5008923500545843	False
head7326	SM_V7_4	6913823	6914823	-	3190	1000	Smp_141610	olap	0.0	0.9989304054085171	61.722078762041015	6909530.0	6921541.0	+	12011	78.08003088544379	False
head7328	SM_V7_7	6916947	6917947	-	935	1000	Smp_080870	olap	0.0		0.03068098564629972	6917729.0	7013469.0	+	95740	3.4860418965704802	False
head7329	SM_V7_5	6919839	6920839	+	61	1000	Smp_314310	olap	0.0	0.3566975648028035	28.26217637779348	6915182.0	6930078.0	-	14896	11.892341494028567	False
head7335	SM_V7_7	6925659	6926659	-	77	1000	Smp_080870	olap	0.0		0.25782654605165006	6917729.0	7013469.0	+	95740	3.4860418965704802	False
head7336	SM_V7_2	6926093	6927093	-	464	1000	Smp_343990	dir	11311.0	0.4775542475300023	0.7023281458584462	6938404.0	7018460.0	-	80056	2.6956224052576934	True
